-86.0761,-19.9897,-47.986
85.7939,-20.0093,-48.031
0.0083,86.811,-39.983
-29.4367,83.9171,-6.99
0.1123,88.247,-1.713
29.8723,84.8959,-7.08
-48.9708,64.0872,-47.683
-54.8397,68.5722,-10.59
-45.4307,72.8622,5.978
-33.7007,76.8371,21.227
-18.4717,79.9041,32.752
0.2313,80.771,35.417
19.8203,80.3019,32.764
35.7123,77.7259,21.956
46.5843,73.8078,6.034
55.7433,69.6568,-10.755
50.4352,63.8698,-48.005
-70.1019,41.6523,-49.952
-70.2629,42.4743,-11.42
-64.4658,48.0353,16.921
-50.2438,53.1112,42.192
-27.4958,56.9311,60.342
0.3122,58.512,66.462
29.5142,57.6019,59.54
51.8362,54.3048,40.814
67.9142,49.8297,16.367
73.0431,44.4217,-12
72.1141,42.0667,-50.452
-84.0759,14.5673,-50.429
-80.775,14.1203,-11.135
-77.2149,18.6433,24.46
-60.1819,22.7162,55.544
-34.0619,26.0111,79.987
0.3761,27.39,88.668
34.7841,26.4379,78.808
62.2931,23.7228,55.63
79.5341,19.9357,24.438
81.8151,15.4167,-11.33
84.1131,14.3647,-50.538
-85.8941,-15.8287,-48.283
-84.1611,-16.0187,-9.346
-80.2801,-13.7597,29.16
-65.3581,-11.6317,64.358
-36.158,-9.9839,89.752
0.4009,-9.167,100.244
37.672,-9.6241,88.412
67.1179,-10.9003,63.58
83.4559,-12.7763,29.208
85.0799,-15.0203,-9.49
85.5599,-16.3613,-48.271
-85.6192,-46.5147,-45.707
-84.8302,-46.0217,-7.056
-79.5922,-46.5507,30.949
-63.5562,-47.0088,65.624
-35.5131,-47.2919,91.315
0.3858,-47.318,99.432
38.3838,-47.0731,90.695
66.6118,-46.6372,65.58
83.3218,-46.1013,31.206
85.5488,-45.5453,-7.13
86.1618,-47.0353,-45.869
-73.0093,-73.7657,-40.998
-72.4343,-73.4527,-2.487
-67.2723,-76.2907,28.382
-53.0073,-78.7878,55.94
-28.6203,-80.5249,75.436
0.3247,-81.115,82.615
31.9197,-80.4871,76.716
55.6667,-78.5602,56.561
67.8877,-75.9043,28.091
73.0557,-73.0683,-2.54
73.8947,-74.3903,-41.22
-54.9104,-98.0448,-35.465
-54.8404,-97.5279,2.792
-48.4244,-99.3408,21.599
-36.5114,-100.8529,37.167
-18.9724,-101.768,46.536
0.2156,-102.178,50.608
19.8776,-101.793,46.393
36.7816,-100.8491,36.397
49.8196,-99.4461,21.727
55.6666,-97.6251,2.73
54.9876,-98.0911,-35.541
-29.4134,-112.449,8.839
0.1076,-114.892,14.657
29.8426,-112.156,8.8
-29.8184,-114.57,-29.216
0.0045,-118.565,-23.078
29.7416,-114.26,-29.256
-43.2897,75.8552,-28.244
-38.5517,79.9532,-4.995
-27.9857,82.4591,2.702
-17.1947,84.8491,10.027
-5.9317,86.878,16.2
7.1053,87.074,16.469
18.9233,85.5969,11.443
28.6443,82.9759,2.828
39.3203,80.6868,-4.725
43.8223,76.5418,-28.307
-63.2538,53.8573,-30.316
-61.3508,58.7992,0.897
-50.7998,64.0412,23.089
-34.3157,68.3931,41.188
-11.4357,70.7561,50.348
13.4793,71.201,51.175
36.1833,69.1509,41.254
52.3972,65.0708,22.862
62.9152,60.0448,0.63
64.3342,54.5998,-30.444
-79.0669,28.0813,-31.253
-74.4999,31.3003,4.846
-65.2379,36.4282,36.144
-44.4098,40.7622,61.69
-15.4238,43.66,77.682
17.5922,44.054,77.788
45.8532,41.6228,60.647
67.1281,37.7998,35.296
78.0531,32.9817,4.483
80.0971,28.5137,-31.338
-84.125,-1.8467,-29.794
-82.355,0.8263,8.579
-74.692,4.3033,45.307
